Name,Cation,Anion,Alkyl Chain,Functional Group,Heat Capacity (J/mol·K),Density (kg/m³),Toxicity (IC50 in mM),Solubility (g/L),Hydrophobicity (logP),Viscosity (Pa·s),Pareto Score,In ILThermo
N-ethyl-N-methylpyrrolidinium acetate,1-Ethyl-3-methylpyrrolidinium,Acetate,Ethyl,,576.0938333,1345.782237,52.80682057,1.521961556,0.639,0.03154495,0.446024342,No
N-methyl-N-methylpyrrolidinium formate,1-Ethyl-3-methylpyrrolidinium,Formate,Methyl,,555.3768049,1422.709536,55.96775672,1.349858808,-0.1412,0.02536162,0.435279084,No
N-ethyl-N-methylpyrrolidinium formate,1-Ethyl-3-methylpyrrolidinium,Formate,Ethyl,,563.2230908,1334.77731,52.80682057,1.521961556,0.2489,0.02828482,0.443611902,No
N-methyl-N-methylpyrrolidinium methanesulfonate,1-Ethyl-3-methylpyrrolidinium,Methanesulfonate,Methyl,,671.1648094,1572.909287,55.96775672,1.349858808,0.6541,0.046218502,0.438012871,No
N-ethyl-N-methylpyrrolidinium methanesulfonate,1-Ethyl-3-methylpyrrolidinium,Methanesulfonate,Ethyl,,679.0110953,1479.447612,52.80682057,1.521961556,1.0442,0.051545682,0.44644013,No
N-methyl-N-methylpyrrolidinium tosylate,1-Ethyl-3-methylpyrrolidinium,Tosylate,Methyl,,740.9926024,2163.65668,55.96775672,1.349858808,2.39182,0.076501374,0.439498416,No
N-ethyl-N-methylpyrrolidinium tosylate,1-Ethyl-3-methylpyrrolidinium,Tosylate,Ethyl,,748.8388883,1998.896225,52.80682057,1.521961556,2.78192,0.085318981,0.449144341,No
N-methyl-N-methylpyrrolidinium trifluoroacetate,1-Ethyl-3-methylpyrrolidinium,Trifluoroacetate,Methyl,,601.2663934,1451.687634,55.96775672,1.349858808,0.7913,0.03911179,0.44099994,No
N-ethyl-N-methylpyrrolidinium trifluoroacetate,1-Ethyl-3-methylpyrrolidinium,Trifluoroacetate,Ethyl,,609.1126793,1377.959659,52.80682057,1.521961556,1.1814,0.043619845,0.449089898,No
N-ethyl-N-methylpyrrolidinium tetrafluoroborate,1-Ethyl-3-methylpyrrolidinium,Tetrafluoroborate,Ethyl,,491.6247353,1453.824919,35.99329732,2.054433211,3.1828,0.025647384,0.483599846,No
N-methyl-N-methylpyrrolidinium tetrafluoroborate,1-Ethyl-3-methylpyrrolidinium,Tetrafluoroborate,Methyl,,483.7784494,1546.430553,38.17841312,1.8221188,2.7927,0.02299676,0.476483273,No
N-propyl-N-methylpyrrolidinium tetrafluoroborate,1-Ethyl-3-methylpyrrolidinium,Tetrafluoroborate,Propyl,,504.111534,1387.345073,40.66805143,2.316366977,3.5729,0.028603522,0.481125333,No
N-butyl-N-methylpyrrolidinium tetrafluoroborate,1-Ethyl-3-methylpyrrolidinium,Tetrafluoroborate,Butyl,,515.75234,1328.291852,32.86568697,2.611696473,3.963,0.030344585,0.495163682,No
N-pentyl-N-methylpyrrolidinium tetrafluoroborate,1-Ethyl-3-methylpyrrolidinium,Tetrafluoroborate,Pentyl,,527.401449,1279.786105,40.66805143,1.568312185,4.3531,0.032191626,0.488102823,No
N-hexyl-N-methylpyrrolidinium tetrafluoroborate,1-Ethyl-3-methylpyrrolidinium,Tetrafluoroborate,Hexyl,,539.050558,1239.199348,26.56024428,1.568312185,4.7432,0.034151093,0.510208565,No
N-heptyl-N-methylpyrrolidinium tetrafluoroborate,1-Ethyl-3-methylpyrrolidinium,Tetrafluoroborate,Heptyl,,550.691364,1204.696573,40.66805143,1.568312185,5.1333,0.036229831,0.494587604,No
N-octyl-N-methylpyrrolidinium tetrafluoroborate,1-Ethyl-3-methylpyrrolidinium,Tetrafluoroborate,Octyl,,562.340473,1175.075269,21.46453158,1.568312185,5.5234,0.0384351,0.523300517,No
N-nonyl-N-methylpyrrolidinium tetrafluoroborate,1-Ethyl-3-methylpyrrolidinium,Tetrafluoroborate,Nonyl,,573.981279,1149.302027,40.66805143,1.568312185,5.9135,0.0407746,0.500735701,No
N-decyl-N-methylpyrrolidinium tetrafluoroborate,1-Ethyl-3-methylpyrrolidinium,Tetrafluoroborate,Decyl,,585.630388,1126.735105,17.34645628,1.568312185,6.3036,0.043256504,0.534819059,No
N-methyl-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,1-Ethyl-3-methylpyrrolidinium,Bis(trifluoromethanesulfonyl)imide,Methyl,,938.7401944,1812.992591,11.28800079,1.349858808,2.552,0.181209754,0.506133037,No
N-ethyl-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,1-Ethyl-3-methylpyrrolidinium,Bis(trifluoromethanesulfonyl)imide,Ethyl,,946.5864803,1734.702285,10.64103956,1.521961556,2.9421,0.202096129,0.510948303,No
N-propyl-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,1-Ethyl-3-methylpyrrolidinium,Bis(trifluoromethanesulfonyl)imide,Propyl,,959.073279,1671.45346,12.02518858,1.716006862,3.3322,0.225389884,0.512799916,No
N-butyl-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,1-Ethyl-3-methylpyrrolidinium,Bis(trifluoromethanesulfonyl)imide,Butyl,,970.714085,1612.798744,9.057856261,1.934792334,3.7223,0.239109109,0.520377643,No
N-pentyl-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,1-Ethyl-3-methylpyrrolidinium,Bis(trifluoromethanesulfonyl)imide,Pentyl,,982.363194,1561.436044,12.02518858,1.161834243,4.1124,0.253663408,0.519834766,No
N-hexyl-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,1-Ethyl-3-methylpyrrolidinium,Bis(trifluoromethanesulfonyl)imide,Hexyl,,994.012303,1516.058321,6.822742073,1.161834243,4.5025,0.26910361,0.530147547,No
N-octyl-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,1-Ethyl-3-methylpyrrolidinium,Bis(trifluoromethanesulfonyl)imide,Octyl,,1017.302218,1439.48104,5.139164064,1.161834243,5.2827,0.302860703,0.538901652,No
N-heptyl-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,1-Ethyl-3-methylpyrrolidinium,Bis(trifluoromethanesulfonyl)imide,Heptyl,,1005.653109,1475.64637,12.02518858,1.161834243,4.8926,0.285483639,0.526501528,No
N-(2-hydroxyhexyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Hexyl,Hydroxyl,590.6229382,1135.274595,28.16522878,1,-0.8495,0.02350404,0.472513299,No
N-nonyl-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,1-Ethyl-3-methylpyrrolidinium,Bis(trifluoromethanesulfonyl)imide,Nonyl,,1028.943024,1406.875188,12.02518858,1.161834243,5.6728,0.321295488,0.532877244,No
N-decyl-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,1-Ethyl-3-methylpyrrolidinium,Bis(trifluoromethanesulfonyl)imide,Decyl,,1040.592133,1377.376965,3.871025314,1.161834243,6.0629,0.340852377,0.546854263,No
N-(3-aminohexyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Hexyl,Amino,611.3273104,1123.11573,22.70705141,1,0.1372,0.036086624,0.486576658,No
N-(2-hydroxymethyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Methyl,Hydroxyl,535.3508296,1454.188034,32.34892165,1.161834243,-2.8,0.015827218,0.44849366,No
N-(2-hydroxyheptyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Heptyl,Hydroxyl,602.2637442,1104.166081,34.00239342,1,-0.4594,0.024934705,0.467862413,No
N-(3-aminoheptyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Heptyl,Amino,622.9681164,1093.244223,28.02485589,1,0.5273,0.038283175,0.482597115,No
N-(3-aminomethyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Methyl,Amino,556.0552018,1427.090067,26.49643823,1.161834243,-1.8133,0.024300113,0.463338292,No
N-(2-hydroxyoctyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Octyl,Hydroxyl,613.9128532,1078.138271,25.63392922,1,-0.0693,0.026452452,0.482066459,No
N-(3-aminooctyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Octyl,Amino,634.6172254,1068.228346,20.43946014,1,0.9174,0.040613428,0.495739692,No
carboxyl-N-methyl-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Methyl,Carboxyl,537.9902383,1240.515315,64.7073218,1.161834243,-2.2745,0.027446967,0.412502441,No
carbonyl-N-methyl-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Methyl,Carbonyl,502.6356829,1261.543274,55.96775672,1.161834243,-2.1602,0.017139934,0.424558668,No
N-(2-hydroxyethyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Ethyl,Hydroxyl,543.1971155,1348.485043,30.87887746,1.309964451,-2.4099,0.017651475,0.454873656,No
N-methyl-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Methyl,,442.6814494,1380.366744,55.96775672,1.161834243,-1.9753,0.011463273,0.426278643,No
N-(2-hydroxynonyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Nonyl,Hydroxyl,625.5536592,1055.966377,34.00239342,1,0.3208,0.028062582,0.473887568,No
N-(3-aminoethyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Ethyl,Amino,563.9014877,1326.649616,25.14573915,1.309964451,-1.4232,0.027100963,0.469469163,No
N-(3-aminononyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Nonyl,Amino,646.2580314,1046.8994,28.02485589,1,1.3075,0.043085521,0.488590507,No
N-ethyl-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Ethyl,,450.5277353,1279.945635,52.80682057,1.309964451,-1.5852,0.012784539,0.434677161,No
N-(3-aminopropyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Propyl,Amino,576.3882864,1260.897793,28.02485589,1.476980794,-1.0331,0.030224641,0.469368592,No
N-(2-hydroxypropyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Propyl,Hydroxyl,555.6839142,1279.199658,34.00239342,1.476980794,-2.0198,0.019685997,0.454507642,No
carboxyl-N-ethyl-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Ethyl,Carboxyl,545.8365242,1187.132352,61.94660575,1.309964451,-1.8844,0.030610525,0.419709014,No
carbonyl-N-ethyl-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Ethyl,Carbonyl,510.4819689,1199.703286,52.80682057,1.309964451,-1.7701,0.019115496,0.432443499,No
N-(2-hydroxybutyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Butyl,Hydroxyl,567.3247202,1219.696723,30.94648913,1.665291195,-1.6297,0.020884262,0.462215849,No
N-(3-aminobutyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Butyl,Amino,588.0290924,1204.015526,25.22621342,1.665291195,-0.643,0.03206438,0.476688946,No
N-(2-hydroxypentyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Pentyl,Hydroxyl,578.9738292,1172.973778,34.00239342,1,-1.2396,0.022155463,0.461484972,No
N-(3-aminopentyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Pentyl,Amino,599.6782014,1159.271009,28.02485589,1,-0.2529,0.034016102,0.47626726,No
N-(2-hydroxydecyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Decyl,Hydroxyl,637.2027682,1036.922307,23.33012568,1,0.7109,0.029770719,0.491044119,No
N-(3-aminodecyl)-N-methylpyrrolidinium chloride,Pyrrolidinium,Chloride,Decyl,Amino,657.9071404,1028.567641,18.39831704,1,1.6976,0.045708088,0.504340477,No
N-(2-hydroxymethyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Methyl,Hydroxyl,576.1425946,1828.749293,32.34892165,1.161834243,-2.8,0.019716947,0.442090774,No
N-(3-aminomethyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Methyl,Amino,596.8469668,1798.717115,26.49643823,1.161834243,-1.8133,0.030272159,0.456985494,No
carboxyl-N-methyl-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Methyl,Carboxyl,578.7820033,1515.775885,64.7073218,1.161834243,-2.2745,0.034192389,0.407796907,No
carbonyl-N-methyl-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Methyl,Carbonyl,543.4274479,1568.772769,55.96775672,1.161834243,-2.1602,0.02135228,0.419306741,No
N-methyl-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Methyl,,483.4732144,1787.390657,55.96775672,1.161834243,-1.9753,0.01428051,0.416802586,No
N-(2-hydroxyethyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Ethyl,Hydroxyl,583.9888805,1670.554989,30.87887746,1.309964451,-2.4099,0.021989537,0.449368042,No
N-(3-aminoethyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Ethyl,Amino,604.6932527,1646.517593,25.14573915,1.309964451,-1.4232,0.033761351,0.464001112,No
carboxyl-N-ethyl-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Ethyl,Carboxyl,586.6282892,1432.820581,61.94660575,1.309964451,-1.8844,0.03813343,0.415508965,No
N-(3-aminopropyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Propyl,Amino,617.1800514,1541.320239,28.02485589,1.476980794,-1.0331,0.03765271,0.464574798,No
N-ethyl-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Ethyl,,491.3195003,1625.647527,52.80682057,1.309964451,-1.5852,0.015926493,0.426395174,No
N-(2-hydroxypropyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Propyl,Hydroxyl,596.4756792,1561.327594,34.00239342,1.476980794,-2.0198,0.024524068,0.449684781,No
N-(3-aminobutyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Butyl,Amino,628.8208574,1453.819192,25.22621342,1.665291195,-0.643,0.039944588,0.472418535,No
carbonyl-N-ethyl-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Ethyl,Carbonyl,551.2737339,1470.562656,52.80682057,1.309964451,-1.7701,0.02381336,0.427813268,No
N-(2-hydroxybutyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Butyl,Hydroxyl,608.1164852,1470.861997,30.94648913,1.665291195,-1.6297,0.02601682,0.457922254,No
N-(2-hydroxypentyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Pentyl,Hydroxyl,619.7655942,1399.273186,34.00239342,1,-1.2396,0.027600434,0.457616424,No
N-(3-aminopentyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Pentyl,Amino,640.4699664,1384.458985,28.02485589,1,-0.2529,0.042375969,0.472417615,No
N-(3-aminohexyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Hexyl,Amino,652.1190754,1328.090495,22.70705141,1,0.1372,0.044955346,0.48307252,No
N-(2-hydroxyhexyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Hexyl,Hydroxyl,631.4147032,1341.173374,28.16522878,1,-0.8495,0.029280441,0.46899347,No
N-(3-aminoheptyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Heptyl,Amino,663.7598814,1281.328358,28.02485589,1,0.5273,0.047691726,0.479381688,No
N-(2-hydroxyheptyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Heptyl,Hydroxyl,643.0555092,1293.030325,34.00239342,1,-0.4594,0.031062708,0.46463376,No
N-(2-hydroxyoctyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Octyl,Hydroxyl,654.7046182,1252.564526,25.63392922,1,-0.0693,0.03295346,0.479084597,No
N-(3-aminooctyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Octyl,Amino,675.4089904,1241.987344,20.43946014,1,0.9174,0.050594667,0.49276912,No
N-(3-aminononyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Nonyl,Amino,687.0497964,1208.358166,28.02485589,1,1.3075,0.053674307,0.485830175,No
N-(2-hydroxynonyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Nonyl,Hydroxyl,666.3454242,1218.002314,34.00239342,1,0.3208,0.034959299,0.471117493,No
N-(3-aminodecyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Decyl,Amino,698.6989054,1179.349371,18.39831704,1,1.6976,0.056941401,0.501762637,No
N-(2-hydroxydecyl)-N-methylpyrrolidinium bromide,Pyrrolidinium,Bromide,Decyl,Hydroxyl,677.9945332,1188.208154,23.33012568,1,0.7109,0.037087232,0.488457793,No
N-(2-hydroxymethyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Methyl,Hydroxyl,710.1080226,1392.698135,32.34892165,1.161834243,0.51826,0.058297484,0.471665087,No
N-(3-aminomethyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Methyl,Amino,730.8123948,1371.921535,26.49643823,1.161834243,1.50496,0.089506286,0.486400904,No
carboxyl-N-methyl-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Methyl,Carboxyl,712.7474313,1228.697038,64.7073218,1.161834243,1.04376,0.101097309,0.434823741,No
carbonyl-N-methyl-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Methyl,Carbonyl,677.3928759,1244.78141,55.96775672,1.161834243,1.15806,0.063132705,0.446965396,No
N-methyl-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Methyl,,617.4386424,1331.851756,55.96775672,1.161834243,1.34296,0.042223465,0.446710377,No
N-(3-aminoethyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Ethyl,Amino,738.6586807,1297.111126,25.14573915,1.309964451,1.89506,0.099822849,0.492093404,No
carboxyl-N-ethyl-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Ethyl,Carboxyl,720.5937172,1184.259526,61.94660575,1.309964451,1.43386,0.112749862,0.441877118,No
N-(2-hydroxyethyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Ethyl,Hydroxyl,717.9543085,1314.625034,30.87887746,1.309964451,0.90836,0.065016897,0.477572614,No
carbonyl-N-ethyl-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Ethyl,Carbonyl,685.2391619,1194.575429,52.80682057,1.309964451,1.54816,0.070409429,0.454651178,No
N-ethyl-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Ethyl,,625.2849283,1257.763395,52.80682057,1.309964451,1.73306,0.047090174,0.454804486,No
N-(3-aminopropyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Propyl,Amino,751.1454794,1245.507652,28.02485589,1.476980794,2.28516,0.111328507,0.491750701,No
N-(2-hydroxypropyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Propyl,Hydroxyl,730.4411072,1260.665302,34.00239342,1.476980794,1.29846,0.072510794,0.476944441,No
N-(2-hydroxybutyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Butyl,Hydroxyl,742.0819132,1211.909351,30.94648913,1.665291195,1.68856,0.076924443,0.484468831,No
N-(3-aminobutyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Butyl,Amino,762.7862854,1198.597712,25.22621342,1.665291195,2.67526,0.118104947,0.498900424,No
N-(2-hydroxypentyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Pentyl,Hydroxyl,753.7310222,1172.219529,34.00239342,1,2.07866,0.081606746,0.483617617,No
N-(3-aminopentyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Pentyl,Amino,774.4353944,1160.361906,28.02485589,1,3.06536,0.12529386,0.498367303,No
N-(3-aminohexyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Hexyl,Amino,786.0845034,1128.562912,22.70705141,1,3.45546,0.132920354,0.508602049,No
N-(2-hydroxyhexyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Hexyl,Hydroxyl,765.3801312,1139.247031,28.16522878,1,2.46876,0.086574056,0.494565026,No
N-(2-hydroxyheptyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Heptyl,Hydroxyl,777.0209372,1111.376074,34.00239342,1,2.85886,0.09184372,0.489858668,No
N-(3-aminoheptyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Heptyl,Amino,797.7253094,1101.658208,28.02485589,1,3.84556,0.141011064,0.504571595,No
N-(3-aminooctyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Octyl,Amino,809.3744184,1078.670349,20.43946014,1,4.23566,0.149594247,0.517679297,No
N-(2-hydroxyoctyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Octyl,Hydroxyl,788.6700462,1087.579741,25.63392922,1,3.24896,0.097434142,0.504024433,No
N-(2-hydroxynonyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Nonyl,Hydroxyl,800.3108522,1066.957761,34.00239342,1,3.63906,0.103364847,0.495818905,No
N-(3-aminononyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Nonyl,Amino,821.0152244,1058.734696,28.02485589,1,4.62576,0.158699878,0.510506074,No
N-(2-hydroxydecyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Decyl,Hydroxyl,811.9599612,1048.978593,23.33012568,1,4.02916,0.109656548,0.5129571,No
N-(3-aminodecyl)-N-methylpyrrolidinium dicyanamide,Pyrrolidinium,Dicyanamide,Decyl,Amino,832.6643334,1041.3449,18.39831704,1,5.01586,0.168359758,0.526239707,No
N-(2-hydroxymethyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Methyl,Hydroxyl,786.0524256,1730.739346,32.34892165,1.161834243,0.2474,0.090775275,0.464079789,No
carbonyl-N-methyl-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Methyl,Carbonyl,753.3372789,1554.359435,55.96775672,1.161834243,0.8872,0.098304219,0.439866558,No
N-methyl-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Methyl,,693.3830454,1697.893049,55.96775672,1.161834243,1.0721,0.065746348,0.438646744,No
carboxyl-N-methyl-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Methyl,Carboxyl,788.6918343,1515.514288,64.7073218,1.161834243,0.7729,0.157419075,0.428113271,No
N-(3-aminomethyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Methyl,Amino,806.7567978,1710.761163,26.49643823,1.161834243,1.2341,0.139370641,0.478801378,No
N-(2-hydroxyethyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Ethyl,Hydroxyl,793.8987115,1627.225438,30.87887746,1.309964451,0.6375,0.101238103,0.470422077,No
N-(3-aminoethyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Ethyl,Amino,814.6030837,1610.1222,25.14573915,1.309964451,1.6242,0.155434608,0.4849352,No
carbonyl-N-ethyl-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Ethyl,Carbonyl,761.1835649,1481.216912,52.80682057,1.309964451,1.2773,0.109634839,0.447944283,No
carboxyl-N-ethyl-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Ethyl,Carboxyl,796.5381202,1451.136848,61.94660575,1.309964451,1.163,0.175563319,0.435507285,No
N-ethyl-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Ethyl,,701.2293313,1593.392296,52.80682057,1.309964451,1.4622,0.073324322,0.447260632,No
N-(3-aminopropyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Propyl,Amino,827.0898824,1534.690914,28.02485589,1.476980794,2.0143,0.173350121,0.484999597,No
N-(2-hydroxypropyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Propyl,Hydroxyl,806.3855102,1549.641844,34.00239342,1.476980794,1.0276,0.112906884,0.470197592,No
N-(2-hydroxybutyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Butyl,Hydroxyl,818.0263162,1480.868299,30.94648913,1.665291195,1.4177,0.119779398,0.478064081,No
N-(3-aminobutyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Butyl,Amino,838.7306884,1467.636577,25.22621342,1.665291195,2.4044,0.183901745,0.492493542,No
N-(2-hydroxypentyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Pentyl,Hydroxyl,829.6754252,1423.450593,34.00239342,1,1.8078,0.127070233,0.47751582,No
N-(3-aminopentyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Pentyl,Amino,850.3797974,1411.598101,28.02485589,1,2.7945,0.195095634,0.492264608,No
N-(2-hydroxyhexyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Hexyl,Hydroxyl,841.3245342,1374.757937,28.16522878,1,2.1979,0.134804853,0.488731857,No
N-(3-aminohexyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Hexyl,Amino,862.0289064,1364.034393,22.70705141,1,3.1846,0.206970883,0.502768694,No
N-(2-hydroxyheptyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Heptyl,Hydroxyl,852.9653402,1332.902622,34.00239342,1,2.588,0.14301027,0.48426445,No
N-(3-aminoheptyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Heptyl,Amino,873.6697124,1323.118916,28.02485589,1,3.5747,0.219568964,0.49897759,No
N-(2-hydroxyoctyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Octyl,Hydroxyl,864.6144492,1296.605333,25.63392922,1,2.9781,0.151715142,0.498643804,No
N-(3-aminooctyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Octyl,Amino,885.3188214,1287.61493,20.43946014,1,3.9648,0.232933876,0.512299083,No
N-(2-hydroxynonyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Nonyl,Hydroxyl,876.2552552,1264.765331,34.00239342,1,3.3682,0.16094987,0.490629926,No
N-(3-aminononyl)-N-methylpyrrolidinium trifluoromethanesulfonate,Pyrrolidinium,Trifluoromethanesulfonate,Nonyl,Amino,896.9596274,1256.453078,28.02485589,1,4.3549,0.247112295,0.505317592,No
